"","PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TC2000010031.hg.1","TC2000010031.hg.1","TAF4","TATA-box binding protein associated factor 4",-0.0473863757878377,7.5729431350977,-0.461135773137281,0.654173055779599,0.843136700258568,-6.71152832778521
"HTA2-pos-PSR17016927.hg.1","HTA2-pos-PSR17016927.hg.1",NA,NA,0.0289419014185288,11.0777319266833,0.461096892809168,0.654200044276053,0.843136700258568,-6.7115473562959
"HTA2-pos-3090548_st","HTA2-pos-3090548_st",NA,NA,-0.0352285721129473,11.3232249065598,-0.461087900351016,0.65420628639935,0.843136700258568,-6.71155175709628
"TC0100015680.hg.1","TC0100015680.hg.1","NBPF9","NBPF member 9",0.126393247331183,5.22560409916827,0.460958630339983,0.654296022371109,0.843136700258568,-6.71161501117654
"TC0400011299.hg.1","TC0400011299.hg.1","FAM13A","family with sequence similarity 13 member A",0.119707080008186,4.44925759531226,0.46095198868729,0.654300632993537,0.843136700258568,-6.71161826059385
"HTA2-pos-PSR11023101.hg.1","HTA2-pos-PSR11023101.hg.1",NA,NA,0.0408293907762136,11.7683809937781,0.460916757124334,0.654325090929769,0.843136700258568,-6.71163549682494
"TC0300007367.hg.1","TC0300007367.hg.1","KLHDC8B","kelch domain containing 8B",-0.167099816828872,3.66960100404494,-0.460889066081273,0.654344314496847,0.843136700258568,-6.71164904314298
"TC1700010960.hg.1","TC1700010960.hg.1","MRPL10","mitochondrial ribosomal protein L10",-0.0316515710912668,8.12782791906072,-0.460775462507976,0.654423182680929,0.843136700258568,-6.71170460926145
"TC0600013206.hg.1","TC0600013206.hg.1","SLC18B1","solute carrier family 18 member B1",-0.0507149214597771,7.49172838975169,-0.460745949907552,0.654443672244515,0.843136700258568,-6.71171904240158
"TC0400010230.hg.1","TC0400010230.hg.1",NA,NA,-0.0375517691428584,9.36764712459124,-0.460652567504467,0.654508506343816,0.843152624062569,-6.71176470523051
"TC0200016447.hg.1","TC0200016447.hg.1","ACYP2","acylphosphatase 2",0.0699678727771973,6.70884521017827,0.460448988343534,0.654649858897475,0.843240143998591,-6.71186422210899
"23067840","23067840",NA,NA,0.0740029763309744,5.93899472727226,0.46039932719631,0.654684342631413,0.843240143998591,-6.71188849187411
"TC1100013103.hg.1","TC1100013103.hg.1","TTC36","tetratricopeptide repeat domain 36",0.154338862307978,3.80865646555467,0.460235579551136,0.654798051808158,0.843240143998591,-6.71196849874525
"HTA2-pos-PSR18005239.hg.1","HTA2-pos-PSR18005239.hg.1",NA,NA,0.111689862853761,4.12646163811269,0.460231853127087,0.654800639608139,0.843240143998591,-6.71197031915298
"TC0700011979.hg.1","TC0700011979.hg.1","GPC2","glypican 2",-0.130902349933084,3.74388758108765,-0.460176842279509,0.65483884222146,0.843240143998591,-6.71199719103826
"TC0200007473.hg.1","TC0200007473.hg.1","CRIPT","CXXC repeat containing interactor of PDZ3 domain",-0.063038015785077,5.71678974306,-0.459826852754539,0.655081918872085,0.843485557531586,-6.71216808290845
"TC0200010801.hg.1","TC0200010801.hg.1","CNOT9","CCR4-NOT transcription complex subunit 9",-0.0462854327425912,8.79615670418715,-0.459629981230651,0.655218669635254,0.84355044741492,-6.71226415592418
"TC0900008499.hg.1","TC0900008499.hg.1",NA,NA,-0.149644173415996,3.7567250913528,-0.459548684449127,0.655275143828127,0.84355044741492,-6.71230381711472
"TC1900011689.hg.1","TC1900011689.hg.1","YJEFN3","YjeF N-terminal domain containing 3",0.0853287545105763,6.33429531936105,0.45946169789342,0.65533557302934,0.84355044741492,-6.71234624664327
"TC0200011054.hg.1","TC0200011054.hg.1","ARMC9","armadillo repeat containing 9",0.0628945367932534,5.93326266449217,0.459393936741475,0.655382648219574,0.84355044741492,-6.71237929323343
"HTA2-pos-3305646_st","HTA2-pos-3305646_st",NA,NA,0.0710096556107018,10.5171855425249,0.459320535692719,0.655433643348583,0.84355044741492,-6.71241508507903
"TC0100013974.hg.1","TC0100013974.hg.1",NA,NA,-0.14181009057343,5.38998504464776,-0.459239856473384,0.655489697092481,0.84355044741492,-6.71245441957564
"HTA2-pos-PSR11017840.hg.1","HTA2-pos-PSR11017840.hg.1",NA,NA,-0.045198747184374,11.5048362336541,-0.459159683625702,0.655545401233057,0.84355044741492,-6.71249350062476
"TC0700013530.hg.1","TC0700013530.hg.1","HOXA4","homeobox A4",-0.0998837213291397,4.46844424506081,-0.459149747506076,0.655552305008097,0.84355044741492,-6.71249834362858
"TC1600006633.hg.1","TC1600006633.hg.1","SRRM2","serine/arginine repetitive matrix 2",0.0472341201089694,8.63397745661255,0.459008728876797,0.655650290657432,0.843608974237958,-6.71256706723726
"HTA2-pos-PSR19006615.hg.1","HTA2-pos-PSR19006615.hg.1",NA,NA,0.0298118289184455,11.123699743787,0.458883121576599,0.655737573607181,0.843653721892881,-6.71262826327037
"AFFX-BkGr-GC22_st","AFFX-BkGr-GC22_st",NA,NA,0.0294258460676344,5.37996070547589,0.458759170551959,0.655823710929753,0.843696988568396,-6.71268863660302
"TC1000010990.hg.1","TC1000010990.hg.1","DNAJB12","DnaJ heat shock protein family (Hsp40) member B12",-0.0366190852237214,8.71547969236463,-0.458540928318309,0.655975386858268,0.843782524445435,-6.71279489868764
"23071919","23071919",NA,NA,0.0837467468868178,5.28374735643013,0.458512383711163,0.655995226249214,0.843782524445435,-6.71280879345961
"23064078","23064078",NA,NA,-0.0557724069112702,9.28609178186136,-0.458342923990794,0.656113011775564,0.84378953080831,-6.71289126494365
"TC0100006884.hg.1","TC0100006884.hg.1","VPS13D","vacuolar protein sorting 13 homolog D",0.155538635305109,4.25798521627952,0.458299516164347,0.656143184619292,0.84378953080831,-6.7129123856556
"TC1500009089.hg.1","TC1500009089.hg.1","PLCB2","phospholipase C beta 2",-0.107408418123624,3.98999671982569,-0.458277894220368,0.656158214304819,0.84378953080831,-6.71292290541172
"TC1100012140.hg.1","TC1100012140.hg.1","DCUN1D5","defective in cullin neddylation 1 domain containing 5",0.0518233932459484,9.15413376462401,0.458142360022282,0.656252429477009,0.843843152755808,-6.71298883620927
"TC0X00007709.hg.1","TC0X00007709.hg.1","PGK1","phosphoglycerate kinase 1",-0.0353579470466405,7.49201052896308,-0.45776591381013,0.656514145068957,0.843876503923519,-6.71317186076576
"TC2000008895.hg.1","TC2000008895.hg.1","PXMP4","peroxisomal membrane protein 4",0.0719061106398602,7.26692923418985,0.457733422417898,0.65653673623602,0.843876503923519,-6.71318765099889
"TC0300014047.hg.1","TC0300014047.hg.1","ISY1-RAB43","ISY1-RAB43 readthrough",0.0553404559787802,7.1294529667762,0.457709111166508,0.656553640011906,0.843876503923519,-6.71319946512665
"TC1500009130.hg.1","TC1500009130.hg.1","RHOV","ras homolog family member V",-0.111543138766788,5.61571972170865,-0.457682189621792,0.656572358978012,0.843876503923519,-6.71321254703153
"TC0500013002.hg.1","TC0500013002.hg.1","PROP1","PROP paired-like homeobox 1",-0.125653718814948,3.62693123755089,-0.457652695901358,0.656592866702083,0.843876503923519,-6.71322687797794
"HTA2-pos-3637120_st","HTA2-pos-3637120_st",NA,NA,0.0944096516582071,7.74390525584592,0.457651812498049,0.656593480959163,0.843876503923519,-6.71322730720836
"23071526","23071526",NA,NA,0.113496842934903,4.77073189489679,0.457545599287471,0.656667336166153,0.843897351224711,-6.7132789085766
"TC0800010258.hg.1","TC0800010258.hg.1","KAT6A","lysine acetyltransferase 6A",0.0664569855596309,7.13158799504405,0.457382184409365,0.656780974002662,0.843897351224711,-6.7133582776674
"TC1000008159.hg.1","TC1000008159.hg.1","RPS24","ribosomal protein S24",0.0337537920827824,10.7956714031376,0.457307683709023,0.656832784421865,0.843897351224711,-6.71339445293196
"TC0800008243.hg.1","TC0800008243.hg.1","PDP1","pyruvate dehyrogenase phosphatase catalytic subunit 1",-0.0385171064356218,11.5444976024005,-0.457276371400385,0.65685456067365,0.843897351224711,-6.71340965554378
"TC2000007519.hg.1","TC2000007519.hg.1","CD40","CD40 molecule",-0.0611739205922026,7.08189638524703,-0.457250859231948,0.656872303445822,0.843897351224711,-6.71342204135854
"TC2000008111.hg.1","TC2000008111.hg.1","MYT1","myelin transcription factor 1",-0.11722802165614,3.40938513875771,-0.457160129812824,0.656935404211994,0.843910942986755,-6.71346608389563
"TC1900010074.hg.1","TC1900010074.hg.1","GMIP","GEM interacting protein",-0.0954555692338248,5.77306957786464,-0.457012880601767,0.657037819516241,0.843926914957199,-6.71353754481992
"TC1900011795.hg.1","TC1900011795.hg.1","NDUFA3","NADH:ubiquinone oxidoreductase subunit A3",0.0401614907320198,10.9326251321417,0.456991225343984,0.657052881884152,0.843926914957199,-6.71354805238171
"TC2200009197.hg.1","TC2200009197.hg.1","THAP7-AS1","THAP7 antisense RNA 1",0.090686570574114,4.61999155361124,0.456780080538207,0.657199752566698,0.844045047494128,-6.71365047898284
"TC0700013602.hg.1","TC0700013602.hg.1","POLR2J3","RNA polymerase II subunit J3",-0.0332431295089588,9.09101125436814,-0.456707970834816,0.657249915001651,0.844045047494128,-6.71368544907454
"TC0600012654.hg.1","TC0600012654.hg.1","COQ3","coenzyme Q3, methyltransferase",0.125194672804857,5.39186287615569,0.45662049374569,0.657310769996218,0.844055738216194,-6.7137278645675
"TC0300008715.hg.1","TC0300008715.hg.1","EEFSEC","eukaryotic elongation factor, selenocysteine-tRNA specific",-0.0479901189745497,8.45885698243959,-0.456453498581652,0.657426950407176,0.84413746517041,-6.71380881475737
"TC1100007430.hg.1","TC1100007430.hg.1","LARGE2","LARGE xylosyl- and glucuronyltransferase 2",-0.0353625323946449,9.96713321243359,-0.456358416836631,0.657493104096463,0.844154949790009,-6.713854892521
"TC1100012638.hg.1","TC1100012638.hg.1","ZNF202","zinc finger protein 202",-0.0640884748666934,7.35582587213955,-0.456204615260967,0.657600118986426,0.844188238535759,-6.71392940710793
"TC1900007754.hg.1","TC1900007754.hg.1","NUDT19","nudix hydrolase 19",-0.0541975775485586,8.06589610008523,-0.45608676247429,0.657682126226589,0.844188238535759,-6.7139864887148
"TC0X00008794.hg.1","TC0X00008794.hg.1","SLC6A8","solute carrier family 6 member 8",-0.0331365999334636,10.7095373877975,-0.456044218092443,0.657711731673949,0.844188238535759,-6.71400709146572
"TC1500010050.hg.1","TC1500010050.hg.1","COX5A","cytochrome c oxidase subunit 5A",0.0490970518968847,9.36344676878015,0.456000036742955,0.657742476894663,0.844188238535759,-6.71402848498885
"TC0900010147.hg.1","TC0900010147.hg.1","CNTNAP3B","contactin associated protein like 3B",0.0677243794589204,5.85023647945343,0.455832739079177,0.657858903172463,0.844188238535759,-6.71410947593679
"TC1500009002.hg.1","TC1500009002.hg.1","ACTC1","actin alpha cardiac muscle 1",-0.0877969276523443,4.16412037280289,-0.455816691098736,0.657870071831312,0.844188238535759,-6.71411724346989
"TC1900011829.hg.1","TC1900011829.hg.1","ZNF324","zinc finger protein 324",0.103400223524336,5.89663718660056,0.455792653189506,0.657886801278614,0.844188238535759,-6.71412887779179
"TC0900009163.hg.1","TC0900009163.hg.1","PPP1R26","protein phosphatase 1 regulatory subunit 26",0.0726582221429899,6.05270535001294,0.455382146597489,0.658172528251092,0.844487437829478,-6.71432747156827
"TC1900008300.hg.1","TC1900008300.hg.1","RELB","RELB proto-oncogene, NF-kB subunit",0.145156921788864,5.5775304692153,0.454981026466728,0.658451777365079,0.844778278401636,-6.71452135835528
"TC1500008135.hg.1","TC1500008135.hg.1","UBE2Q2L","ubiquitin conjugating enzyme E2 Q2 like",0.125120757472597,5.18185711135874,0.454794261444575,0.658581816871478,0.84479419172697,-6.71461157772985
"TC2200007398.hg.1","TC2200007398.hg.1","SYNGR1","synaptogyrin 1",0.0746030950268377,6.82736280282452,0.454758718494995,0.658606565824369,0.84479419172697,-6.71462874320299
"TC0300013960.hg.1","TC0300013960.hg.1","HIGD1A","HIG1 hypoxia inducible domain family member 1A",-0.0622274466950117,8.64735143116462,-0.454736683332006,0.65862190937041,0.84479419172697,-6.7146393844413
"TC0400012634.hg.1","TC0400012634.hg.1","CFAP97","cilia and flagella associated protein 97",-0.0528246422792842,8.03132090271792,-0.454451259714197,0.65882067074873,0.844981684035009,-6.71477717667674
"HTA2-pos-3686566_st","HTA2-pos-3686566_st",NA,NA,0.264186266625515,5.6460354790832,0.453836528346285,0.659248847326429,0.845463363304418,-6.71507366454233
"TC0700009333.hg.1","TC0700009333.hg.1","UBN2","ubinuclein 2",-0.0587436520105555,6.4499661283769,-0.453294277484547,0.659626645910165,0.845828725946375,-6.71533487463108
"TC0300013884.hg.1","TC0300013884.hg.1","DIPK2A","divergent protein kinase domain 2A",-0.0561429810255536,6.19264051187586,-0.453276520251147,0.659639019469382,0.845828725946375,-6.71534342347343
"TC1900009947.hg.1","TC1900009947.hg.1",NA,NA,0.0756469622046705,6.65803299858485,0.453163145536792,0.659718023530218,0.845862528094761,-6.715397997732
"HTA2-pos-PSR12029407.hg.1","HTA2-pos-PSR12029407.hg.1",NA,NA,0.0264281421724721,12.3564281649511,0.453052513256637,0.659795120758169,0.845893880183696,-6.71545123924127
"TC1700008011.hg.1","TC1700008011.hg.1","DBF4B","DBF4 zinc finger B",-0.0632362060164606,7.39827062313907,-0.452780517885051,0.659984686068569,0.846041200013278,-6.71558208322685
"TC1700011798.hg.1","TC1700011798.hg.1","UBE2O","ubiquitin conjugating enzyme E2 O",0.0396078933261705,8.00164612659019,0.452736541520646,0.660015337451235,0.846041200013278,-6.71560323106472
"TC1100010185.hg.1","TC1100010185.hg.1","CYP2R1","cytochrome P450 family 2 subfamily R member 1",0.109705391373068,4.73037153150997,0.4523575528313,0.660279518511212,0.846176619124494,-6.71578540150439
"TC0M00006432.hg.1","TC0M00006432.hg.1",NA,NA,0.0473145391450789,10.9583422665839,0.452291685444584,0.660325437555418,0.846176619124494,-6.71581704736446
"HTA2-pos-3374457_st","HTA2-pos-3374457_st",NA,NA,0.0910611943969677,7.63500220757284,0.452269855122189,0.66034065675506,0.846176619124494,-6.71582753472398
"TC0700006984.hg.1","TC0700006984.hg.1","SNX10","sorting nexin 10",0.0730827037365565,6.15345569866158,0.452211382902732,0.660381421968434,0.846176619124494,-6.71585562257617
"TC0400011429.hg.1","TC0400011429.hg.1","DDIT4L","DNA damage inducible transcript 4 like",-0.0925718919109384,4.95222785104007,-0.452188115489183,0.660397643687559,0.846176619124494,-6.71586679839466
"HTA2-pos-3597944_st","HTA2-pos-3597944_st",NA,NA,0.0474034842393216,11.6409610151474,0.452131732022522,0.660436954222073,0.846176619124494,-6.71589387824399
"TC0X00007031.hg.1","TC0X00007031.hg.1","DDX3X","DEAD-box helicase 3 X-linked",-0.0397405178713743,9.19857865599478,-0.451888729604205,0.660606387752427,0.846326218976718,-6.71601055030176
"TC1700010497.hg.1","TC1700010497.hg.1","SYNRG","synergin gamma",-0.0572055339998805,7.14228144421506,-0.451604337047467,0.660804705971896,0.84645198906874,-6.71614701832597
"TC1300006785.hg.1","TC1300006785.hg.1","B3GLCT","beta 3-glucosyltransferase",-0.0955503269501996,4.7976471754101,-0.451596864447893,0.660809917281446,0.84645198906874,-6.71615060299879
"TC1100007482.hg.1","TC1100007482.hg.1","SLC39A13","solute carrier family 39 member 13",-0.0588295893412072,6.79465121787563,-0.451451646485412,0.660911194459625,0.846486235251303,-6.71622025403393
"TC1700010982.hg.1","TC1700010982.hg.1","SKAP1","src kinase associated phosphoprotein 1",0.0945768297829481,4.44635087398409,0.451366930244333,0.660970280129187,0.846486235251303,-6.71626087662413
"TC0500010670.hg.1","TC0500010670.hg.1","EMB","embigin",0.116296370258251,4.40597618556554,0.45133192247362,0.660994697143273,0.846486235251303,-6.71627766118673
"TC1200010806.hg.1","TC1200010806.hg.1","MAP3K12","mitogen-activated protein kinase kinase kinase 12",0.057352633707195,6.96552643170903,0.451102984932401,0.661154385376046,0.846594799455432,-6.71638739500881
"TC0X00008002.hg.1","TC0X00008002.hg.1","BEX3","brain expressed X-linked 3",0.0544450313934437,8.03026841483405,0.451051086850911,0.661190587727384,0.846594799455432,-6.71641226323804
"HTA2-pos-3607151_st","HTA2-pos-3607151_st",NA,NA,0.0356400374099692,12.3619292274065,0.450943999602751,0.661265291059185,0.846594799455432,-6.71646356800742
"TC1600008661.hg.1","TC1600008661.hg.1","CRISPLD2","cysteine rich secretory protein LCCL domain containing 2",-0.106545755712117,4.66917903420165,-0.450908258682969,0.661290224543511,0.846594799455432,-6.71648068863162
"HTA2-pos-PSR17014492.hg.1","HTA2-pos-PSR17014492.hg.1",NA,NA,-0.0534826858157622,8.54435637299827,-0.450761317400776,0.661392737863795,0.846633585335828,-6.71655106277462
"TC2200007037.hg.1","TC2200007037.hg.1","MTMR3","myotubularin related protein 3",0.0885848690819531,6.98158953314515,0.450713782290097,0.661425902210646,0.846633585335828,-6.71657382390086
"TC1000007950.hg.1","TC1000007950.hg.1","UNC5B","unc-5 netrin receptor B",-0.0484132466367218,7.72558815518535,-0.450172595399136,0.661803531895494,0.846992431733407,-6.7168327964647
"TC2000008149.hg.1","TC2000008149.hg.1","TMEM74B","transmembrane protein 74B",-0.0906253931666869,4.60244157679988,-0.450160928155608,0.661811674160625,0.846992431733407,-6.71683837626234
"TC0100010514.hg.1","TC0100010514.hg.1","MPZL1","myelin protein zero like 1",-0.0429205086573932,7.64626071870119,-0.449873532843322,0.662012254369127,0.847075041220791,-6.71697577765922
"HTA2-pos-PSR06024778.hg.1","HTA2-pos-PSR06024778.hg.1",NA,NA,-0.0429666277856828,6.21482114824355,-0.449834598477221,0.662039429759024,0.847075041220791,-6.71699438537892
"TC1900006991.hg.1","TC1900006991.hg.1","SLC44A2","solute carrier family 44 member 2",-0.0338320376507486,8.58493876623383,-0.449685163334096,0.662143737177977,0.847075041220791,-6.71706578984199
"TC1700012345.hg.1","TC1700012345.hg.1","CTDNEP1","CTD nuclear envelope phosphatase 1",-0.03103179998479,9.39654833285692,-0.449624206931557,0.662186287599968,0.847075041220791,-6.71709491003601
"TC1600008979.hg.1","TC1600008979.hg.1","CIAO3","cytosolic iron-sulfur assembly component 3",0.0370611386092143,8.04330838363388,0.449580537528241,0.662216771658249,0.847075041220791,-6.71711576952238
"23075684","23075684",NA,NA,0.0719488495937659,7.23540674254164,0.449541210041882,0.662244225329284,0.847075041220791,-6.7171345533458
"TC1200010566.hg.1","TC1200010566.hg.1","SENP1","SUMO specific peptidase 1",-0.0282848394236801,7.97967456201861,-0.449539743030529,0.662245249428403,0.847075041220791,-6.71713525399775
"TC1900011469.hg.1","TC1900011469.hg.1","TMEM238","transmembrane protein 238",0.0774105853985212,7.67429673185816,0.449438603974742,0.66231585487102,0.847097918973776,-6.71718355321553
"TC0600008343.hg.1","TC0600008343.hg.1","BEND6","BEN domain containing 6",-0.108950361505933,5.28864179243071,-0.449270210309144,0.662433418589695,0.84718084765196,-6.71726394686277
"TC0700010604.hg.1","TC0700010604.hg.1","CPVL","carboxypeptidase vitellogenic like",-0.0462521468494712,6.21902654219648,-0.449149487380926,0.662517706958694,0.847221210936116,-6.71732156396039
"TC0700013337.hg.1","TC0700013337.hg.1","UMAD1","UBAP1-MVB12-associated (UMA) domain containing 1",-0.0717661221468031,6.43527231752256,-0.448820376148249,0.662747516341654,0.847447643846705,-6.71747856234042
"TC0400011027.hg.1","TC0400011027.hg.1","BTC","betacellulin",0.196257042364848,3.85761213439706,0.448513084486048,0.662962122665017,0.847654602290244,-6.7176250520626
"23074024","23074024",NA,NA,0.245404842837263,3.75597245720302,0.448275837944769,0.663127832639977,0.847743879044891,-6.71773808440866
"TC1600006666.hg.1","TC1600006666.hg.1","CASP16P","caspase 16, pseudogene",0.0595711741520395,5.61264329902128,0.448228647410182,0.663160796148686,0.847743879044891,-6.71776056073117
"TC1200009217.hg.1","TC1200009217.hg.1","DENR","density regulated re-initiation and release factor",-0.0380880546166615,8.70692011372844,-0.448186515830814,0.663190226511966,0.847743879044891,-6.71778062560719
"TC2000008726.hg.1","TC2000008726.hg.1","VSX1","visual system homeobox 1",0.113343514912979,4.20634131150216,0.447554856208634,0.663631534184787,0.848191995895403,-6.71808123169899
"TC1700010715.hg.1","TC1700010715.hg.1","HCRT","hypocretin neuropeptide precursor",-0.129445477617372,3.9215611984567,-0.447412829128672,0.663730779587326,0.848191995895403,-6.71814876607141
"HTA2-pos-PSR10012480.hg.1","HTA2-pos-PSR10012480.hg.1",NA,NA,-0.0367119301454455,9.71214209135973,-0.447412251524181,0.663731183218499,0.848191995895403,-6.71814904068227
"23076446","23076446",NA,NA,-0.172695666501868,3.66260028075277,-0.447382139272422,0.663752225875555,0.848191995895403,-6.71816335649631
"TC0400006538.hg.1","TC0400006538.hg.1","TACC3","transforming acidic coiled-coil containing protein 3",-0.0500490452423783,8.55127696473598,-0.447228334092833,0.663859710790312,0.848191995895403,-6.71823646331822
"TC2200009349.hg.1","TC2200009349.hg.1","TPTEP2-CSNK1E","TPTEP2-CSNK1E readthrough",-0.0348816765605955,7.70512917765924,-0.447227577851281,0.663860239300342,0.848191995895403,-6.71823682271592
"TC1600011522.hg.1","TC1600011522.hg.1","ZNF747","zinc finger protein 747",0.0699273274897045,6.07700377306065,0.447134846276892,0.663925047520207,0.848191995895403,-6.71828088821887
"TC1900008013.hg.1","TC1900008013.hg.1","PSMD8","proteasome 26S subunit, non-ATPase 8",-0.0296521996148851,10.6789890881247,-0.447080415202009,0.663963089642294,0.848191995895403,-6.71830674945405
"TC1900008031.hg.1","TC1900008031.hg.1","LGALS7B","galectin 7B",0.0864604036806043,4.56901168390208,0.446989775216979,0.664026440542944,0.848205489040785,-6.71834980750803
"TC0500010197.hg.1","TC0500010197.hg.1","ZNF622","zinc finger protein 622",-0.0624367690353775,6.73347387754104,-0.446826097307397,0.664140846748252,0.848224883574902,-6.71842754057288
"TC0800012427.hg.1","TC0800012427.hg.1","STAU2","staufen double-stranded RNA binding protein 2",-0.0375223419884705,8.12587473300253,-0.446817003746571,0.664147203152592,0.848224883574902,-6.71843185843664
"HTA2-pos-3637118_st","HTA2-pos-3637118_st",NA,NA,-0.176156198070281,7.1565288829888,-0.446449850441682,0.664403866720503,0.848292118127423,-6.71860612194927
"TC1200011786.hg.1","TC1200011786.hg.1","NUAK1","NUAK family kinase 1",-0.10115861963258,5.54611950099253,-0.446434579716203,0.664414542911463,0.848292118127423,-6.71861336697259
"TC0300010213.hg.1","TC0300010213.hg.1","RPUSD3","RNA pseudouridine synthase D3",0.0289534161041907,9.72760154644165,0.446382748533219,0.664450780123699,0.848292118127423,-6.71863795591433
"TC0100009442.hg.1","TC0100009442.hg.1","WNT2B","Wnt family member 2B",0.201171967073121,4.06715891032825,0.446380716073831,0.664452201114118,0.848292118127423,-6.71863892006607
"TC0100018361.hg.1","TC0100018361.hg.1","TSNAX-DISC1","TSNAX-DISC1 readthrough (NMD candidate)",0.0884984183798796,5.86886339200054,0.446364102949116,0.66446381620312,0.848292118127423,-6.7186468007899
"TC1700007883.hg.1","TC1700007883.hg.1","STAT5A","signal transducer and activator of transcription 5A",0.10825016091622,4.49186407837317,0.446167348162823,0.664601384626416,0.848400337505145,-6.71874011337435
"TC1400008588.hg.1","TC1400008588.hg.1","TEP1","telomerase associated protein 1",-0.131128256760705,5.30874117311323,-0.44592926244151,0.664767868475534,0.84844420653484,-6.71885297457016
"TC2200009289.hg.1","TC2200009289.hg.1","TRMU","tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase",-0.0659533986993894,5.74365573317676,-0.445848049684542,0.664824661665849,0.84844420653484,-6.71889145908106
"TC0100011384.hg.1","TC0100011384.hg.1","MAPKAPK2","MAPK activated protein kinase 2",-0.0300063012475924,8.54638465998636,-0.445818691432431,0.664845192836837,0.84844420653484,-6.71890536949651
"TC0100006613.hg.1","TC0100006613.hg.1","ARHGEF16","Rho guanine nucleotide exchange factor 16",-0.096400086649342,6.09431731769387,-0.445353816280406,0.665170333507427,0.84844420653484,-6.71912551740346
"TC0900007992.hg.1","TC0900007992.hg.1","FAM120A","family with sequence similarity 120A",-0.0334937926773886,9.51979359576736,-0.445339236501163,0.665180531995521,0.84844420653484,-6.71913241828062
"TC1800006749.hg.1","TC1800006749.hg.1","CEP192","centrosomal protein 192",-0.0904096773997587,6.04705068828942,-0.445311950640633,0.665199618520015,0.84844420653484,-6.7191453325952
"TC1100007819.hg.1","TC1100007819.hg.1","MYRF","myelin regulatory factor",0.0534281074025849,6.65386937311081,0.445269070923605,0.665229613488269,0.84844420653484,-6.71916562589608
"HTA2-pos-2827992_st","HTA2-pos-2827992_st",NA,NA,0.0517573020123088,10.27516847308,0.445178175154804,0.665293198400127,0.84844420653484,-6.71920863710741
"TC0500013025.hg.1","TC0500013025.hg.1","ZNF354A","zinc finger protein 354A",0.0510448226013747,8.15616137161964,0.445165486389443,0.6653020748753,0.84844420653484,-6.71921464066605
"HTA2-pos-PSR04015433.hg.1","HTA2-pos-PSR04015433.hg.1",NA,NA,-0.034169484020369,9.2265178954443,-0.445014081482835,0.66540799492696,0.84844420653484,-6.71928626363371
"TC1100013203.hg.1","TC1100013203.hg.1","ALG1L9P","ALG1 like 9, pseudogene",0.0996818066361458,4.74289170764601,0.444974797074936,0.665435478821014,0.84844420653484,-6.71930484351961
"TC0100009365.hg.1","TC0100009365.hg.1","AHCYL1","adenosylhomocysteinase like 1",0.0306131547393402,9.76727431695035,0.444968203170697,0.66544009205473,0.84844420653484,-6.7193079620065
"TC0900006945.hg.1","TC0900006945.hg.1","SMIM27","small integral membrane protein 27",0.0819878922378523,4.7930056952775,0.44495908380854,0.665446472175768,0.84844420653484,-6.71931227479709
"TC1000009863.hg.1","TC1000009863.hg.1","FAM107B","family with sequence similarity 107 member B",0.129788131005404,3.96556066883639,0.444887826676828,0.665496326305976,0.84844420653484,-6.71934597127414
"TC0900008959.hg.1","TC0900008959.hg.1","FUBP3","far upstream element binding protein 3",-0.030643806346621,8.95133253461404,-0.444879962175469,0.665501828706752,0.84844420653484,-6.71934968996599
"TSUnmapped00000359.hg.1","TSUnmapped00000359.hg.1",NA,NA,-0.0745871352849159,5.43562452388789,-0.444757934085782,0.665587208349872,0.84844420653484,-6.7194073822586
"TC2100007534.hg.1","TC2100007534.hg.1","TEKT4P2","tektin 4 pseudogene 2",-0.0625159604775849,7.17257856189844,-0.444704278578715,0.665624751185799,0.84844420653484,-6.71943274462364
"TC0200013573.hg.1","TC0200013573.hg.1","ACTR1B","actin related protein 1B",0.0723593469606207,7.44734083937261,0.444686176030638,0.66563741778225,0.84844420653484,-6.71944130083368
"23067841","23067841",NA,NA,0.0918058758783236,4.46756219715631,0.4446838956306,0.665639013416616,0.84844420653484,-6.71944237864611
"TC1000011323.hg.1","TC1000011323.hg.1","GLUD1","glutamate dehydrogenase 1",-0.0308517707854801,9.19408595436034,-0.444335154385484,0.665883054026856,0.848687944166219,-6.71960714573696
"TC1000011975.hg.1","TC1000011975.hg.1","CACUL1","CDK2 associated cullin domain 1",-0.0347636981042854,9.88919019316268,-0.444144089520593,0.666016773804356,0.848726106241072,-6.7196973639322
"TC1900010696.hg.1","TC1900010696.hg.1","AKT2","AKT serine/threonine kinase 2",0.039346174145944,9.23375945362876,0.444141426156023,0.666018637888578,0.848726106241072,-6.71969862127233
"TC0600014273.hg.1","TC0600014273.hg.1","HLA-DRB1","major histocompatibility complex, class II, DR beta 1",0.0791308832613584,3.77135518792323,0.443818910432808,0.666244383610585,0.84892980669224,-6.71985082314961
"HTA2-pos-PSR12025168.hg.1","HTA2-pos-PSR12025168.hg.1",NA,NA,0.0420955993301977,7.8468660576045,0.443699256856131,0.666328144284655,0.84892980669224,-6.71990726309788
